KEY;U_Temporalidad;U_Segmento;U_Estilo;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units; $$ ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
60621799OSFM10454120;SS25;HEADWEAR;60621799;M PRINTED950 G1 NEYYAN  XMTOTC;OSFM;OSFM;198360589935;NORTH AMERICA;JANUARY;13/01/2025;3M;UNISEX;SEASONAL COLLECTION;SPRING TRAINING FAN PACK;NO;950;950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;OPEN MISC;6L6;"""Crown: 100% POLYESTER, Button ; Visor: 100% POLYESTER, Undervisor: 100% COTTON""";CORE SPORT;9008;;;;;34.99;11.2;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;192; $2,150.40 ;4500454882;;;;;; 11/22/2024;MAX SUCCEED ENTERPRISES LTD;Vietnam;17.50;2122674;10454120;NA SS25 LATAM;;
60621131OSFM10454120;SS25;HEADWEAR;60621131;M PATCH940AF G1 LOSDOD  OTC;OSFM;OSFM;198360592232;NORTH AMERICA;JANUARY;13/01/2025;3M;UNISEX;SEASONAL COLLECTION;SPRING TRAINING FAN PACK;NO;940;940 AFRAME;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;DK BLUE;6L6;"""Crown Fronts, Visor ; Button: 100% COTTON, Mids ; Rears: 100% POLYESTER, Undervisor: 100% COTTON""";CORE SPORT;9008;;;;;27.99;8.96;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;420; $3,763.20 ;4500454882;;;;;; 11/22/2024;MAX SUCCEED ENTERPRISES LTD;Vietnam;14.00;2122674;10454120;NA SS25 LATAM;;
60619194YTH10454120;SS25;HEADWEAR;60619194;JR 940MC AF TONAL  22792 NEYYAN  GLBLNV;TOD-YTH;YTH;198579139549;NORTH AMERICA;FEBRUARY;3/02/2025;3M;KIDS;SEASONAL COLLECTION;COLOR PACK;NO;940;940MC AF TRUCKER;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown Fronts: 100% POLYESTER, Crown Mids ; Rears: 100% POLYESTER, Button ; Visor: 100% POLYESTER, Undervisor: 100% COTTON";CORE SPORT;9008;;;;;27.99;8.96;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;144; $1,290.24 ;4500453540;;;;;; 11/12/2024;WINTAX TRADING LIMITED;China;14.00;2122674;10454120;NA SS25 LATAM;;
60619158YTH10454120;SS25;HEADWEAR;60619158;JR 940MC AF TONAL 22792 NEYYAN  MSMMSV;TOD-YTH;YTH;198579130751;NORTH AMERICA;FEBRUARY;3/02/2025;3M;KIDS;SEASONAL COLLECTION;COLOR PACK;NO;940;940MC AF TRUCKER;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown Fronts: 100% POLYESTER, Crown Mids ; Rears: 100% POLYESTER, Button ; Visor: 100% POLYESTER, Undervisor: 100% COTTON";CORE SPORT;9008;;;;;27.99;8.96;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;144; $1,290.24 ;4500453540;;;;;; 11/12/2024;WINTAX TRADING LIMITED;China;14.00;2122674;10454120;NA SS25 LATAM;;
60619081YTH10454120;SS25;HEADWEAR;60619081;JR 940MC AF TONAL 22792 LOSDOD  MSMMSV;TOD-YTH;YTH;198579132434;NORTH AMERICA;FEBRUARY;3/02/2025;3M;KIDS;SEASONAL COLLECTION;COLOR PACK;NO;940;940MC AF TRUCKER;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown Fronts: 100% POLYESTER, Crown Mids ; Rears: 100% POLYESTER, Button ; Visor: 100% POLYESTER, Undervisor: 100% COTTON";CORE SPORT;9008;;;;;27.99;8.96;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;144; $1,290.24 ;4500453540;;;;;; 11/12/2024;WINTAX TRADING LIMITED;China;14.00;2122674;10454120;NA SS25 LATAM;;
60619075YTH10454120;SS25;HEADWEAR;60619075;JR 940MC AF TONAL 22792 LOSDOD  GLBLNV;TOD-YTH;YTH;198579132496;NORTH AMERICA;FEBRUARY;3/02/2025;3M;KIDS;SEASONAL COLLECTION;COLOR PACK;NO;940;940MC AF TRUCKER;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown Fronts: 100% POLYESTER, Crown Mids ; Rears: 100% POLYESTER, Button ; Visor: 100% POLYESTER, Undervisor: 100% COTTON";CORE SPORT;9008;;;;;27.99;8.96;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;144; $1,290.24 ;4500453540;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;14.00;2122674;10454120;NA SS25 LATAM;;
6061619570010454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;700;198579345735;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;88; $1,182.72 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061619571810454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;718;198579345766;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;68; $913.92 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061619571410454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;714;198579345759;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;66; $887.04 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061619573810454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;738;198579345780;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;46; $618.24 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061619571210454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;712;198579345742;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;6; $80.64 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061619575810454120;SS25;HEADWEAR;60616195;5950 2T COLOR PACK NEYYAN  MSVPSPPSP;634-814;758;198579345797;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;2; $26.88 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061607070010454120;SS25;HEADWEAR;60616070;5950 2T COLOR PACK LOSDOD  MSVPSPPSP;634-814;700;198579364583;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;74; $994.56 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061607071810454120;SS25;HEADWEAR;60616070;5950 2T COLOR PACK LOSDOD  MSVPSPPSP;634-814;718;198579364613;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;58; $779.52 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061607071410454120;SS25;HEADWEAR;60616070;5950 2T COLOR PACK LOSDOD  MSVPSPPSP;634-814;714;198579364606;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;53; $712.32 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061607073810454120;SS25;HEADWEAR;60616070;5950 2T COLOR PACK LOSDOD  MSVPSPPSP;634-814;738;198579364637;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;37; $497.28 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594770010454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;700;198579345865;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;67; $900.48 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594771810454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;718;198579345896;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;52; $698.88 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594771410454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;714;198579345889;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;50; $672.00 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594773810454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;738;198579345919;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;35; $470.40 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594771210454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;712;198579345872;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;6; $80.64 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061594775810454120;SS25;HEADWEAR;60615947;5950 2T COLOR PACK NEYYAN  MSVMMAMMA;634-814;758;198579345926;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;2; $26.88 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061592870010454120;SS25;HEADWEAR;60615928;5950 2T COLOR PACK LOSDOD  MSVMMAMMA;634-814;700;198579364712;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;69; $927.36 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061592871810454120;SS25;HEADWEAR;60615928;5950 2T COLOR PACK LOSDOD  MSVMMAMMA;634-814;718;198579364743;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;54; $725.76 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061592871410454120;SS25;HEADWEAR;60615928;5950 2T COLOR PACK LOSDOD  MSVMMAMMA;634-814;714;198579364736;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;49; $658.56 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061592873810454120;SS25;HEADWEAR;60615928;5950 2T COLOR PACK LOSDOD  MSVMMAMMA;634-814;738;198579364767;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;34; $456.96 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061580467810454120;SS25;HEADWEAR;60615804;5950 2T COLOR PACK NEYYAN  MSVLNVLNV;634-814;678;198579345988;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;6; $80.64 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061580470010454120;SS25;HEADWEAR;60615804;5950 2T COLOR PACK NEYYAN  MSVLNVLNV;634-814;700;198579345995;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;65; $873.60 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061580471810454120;SS25;HEADWEAR;60615804;5950 2T COLOR PACK NEYYAN  MSVLNVLNV;634-814;718;198579346022;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;54; $725.76 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061580471410454120;SS25;HEADWEAR;60615804;5950 2T COLOR PACK NEYYAN  MSVLNVLNV;634-814;714;198579346015;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;43; $577.92 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061580473810454120;SS25;HEADWEAR;60615804;5950 2T COLOR PACK NEYYAN  MSVLNVLNV;634-814;738;198579346046;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;NEW YORK YANKEES;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;26; $349.44 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061578867810454120;SS25;HEADWEAR;60615788;5950 2T COLOR PACK LOSDOD  MSVLNVLNV;634-814;678;198579364835;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;4; $53.76 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
6061578870010454120;SS25;HEADWEAR;60615788;5950 2T COLOR PACK LOSDOD  MSVLNVLNV;634-814;700;198579364842;NORTH AMERICA;FEBRUARY;3/02/2025;3M;UNISEX;SEASONAL COLLECTION;COLOR PACK;YES;5950;5950;;BASEBALL;MLB PROPERTIES;LOS ANGELES DODGERS;NONE;6M3;"Crown: 100% POLYESTER, Undervisor: 100% COTTON, Button ; Visor: 100% POLYESTER";CORE SPORT;9008;;;;;41.99;13.44;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;FEBRUARY;65; $873.60 ;4500453511;;;;;; 11/04/2024;WINTAX TRADING LIMITED;China;21.00;2122674;10454120;NA SS25 LATAM;;
