KEY;U_Temporalidad;U_Segmento;U_Estilo;MVP;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units; $$ ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
6066131970010480000;SS 25;HEADWEAR;60661319;0;GINGERBREAD 59FIFTY CHIWHI  BRSWHI;678-800;700;198582191718;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;CHICAGO WHITE SOX;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 76 ; $1,216.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131971810480000;SS 25;HEADWEAR;60661319;0;GINGERBREAD 59FIFTY CHIWHI  BRSWHI;678-800;718;198582191749;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;CHICAGO WHITE SOX;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131971410480000;SS 25;HEADWEAR;60661319;0;GINGERBREAD 59FIFTY CHIWHI  BRSWHI;678-800;714;198582191732;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;CHICAGO WHITE SOX;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131973810480000;SS 25;HEADWEAR;60661319;0;GINGERBREAD 59FIFTY CHIWHI  BRSWHI;678-800;738;198582191763;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;CHICAGO WHITE SOX;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 38 ; $608.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066132470010480000;SS 25;HEADWEAR;60661324;0;GINGERBREAD 59FIFTY LOSDOD  CAMWHI;678-800;700;198582191619;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 76 ; $1,216.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066132471810480000;SS 25;HEADWEAR;60661324;0;GINGERBREAD 59FIFTY LOSDOD  CAMWHI;678-800;718;198582191640;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066132471410480000;SS 25;HEADWEAR;60661324;0;GINGERBREAD 59FIFTY LOSDOD  CAMWHI;678-800;714;198582191633;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066132473810480000;SS 25;HEADWEAR;60661324;0;GINGERBREAD 59FIFTY LOSDOD  CAMWHI;678-800;738;198582191664;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 38 ; $608.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131370010480000;SS 25;HEADWEAR;60661313;0;GINGERBREAD 59FIFTY NEYYAN  CAMWHI;678-800;700;198582191510;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK YANKEES;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 108 ; $1,728.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131371810480000;SS 25;HEADWEAR;60661313;0;GINGERBREAD 59FIFTY NEYYAN  CAMWHI;678-800;718;198582191541;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK YANKEES;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131371410480000;SS 25;HEADWEAR;60661313;0;GINGERBREAD 59FIFTY NEYYAN  CAMWHI;678-800;714;198582191534;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK YANKEES;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131373810480000;SS 25;HEADWEAR;60661313;0;GINGERBREAD 59FIFTY NEYYAN  CAMWHI;678-800;738;198582191565;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK YANKEES;LIGHT BEIGE;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 54 ; $864.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583870010480000;SS 25;HEADWEAR;60655838;0;GLOW 59FIFTY ANAANGCO  BLK;678-800;700;198581526016;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;ANAHEIM ANGELS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 76 ; $1,216.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583871810480000;SS 25;HEADWEAR;60655838;0;GLOW 59FIFTY ANAANGCO  BLK;678-800;718;198581526047;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;ANAHEIM ANGELS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583871410480000;SS 25;HEADWEAR;60655838;0;GLOW 59FIFTY ANAANGCO  BLK;678-800;714;198581526030;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;ANAHEIM ANGELS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583873810480000;SS 25;HEADWEAR;60655838;0;GLOW 59FIFTY ANAANGCO  BLK;678-800;738;198581526061;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;ANAHEIM ANGELS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 38 ; $608.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583570010480000;SS 25;HEADWEAR;60655835;0;GLOW 59FIFTY LOSDODCO  BLK;678-800;700;198581525910;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 108 ; $1,728.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583571810480000;SS 25;HEADWEAR;60655835;0;GLOW 59FIFTY LOSDODCO  BLK;678-800;718;198581525941;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583571410480000;SS 25;HEADWEAR;60655835;0;GLOW 59FIFTY LOSDODCO  BLK;678-800;714;198581525934;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583573810480000;SS 25;HEADWEAR;60655835;0;GLOW 59FIFTY LOSDODCO  BLK;678-800;738;198581525965;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 54 ; $864.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583770010480000;SS 25;HEADWEAR;60655837;0;GLOW 59FIFTY NEYMETCO  BLK;678-800;700;198581525811;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK METS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 76 ; $1,216.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583771810480000;SS 25;HEADWEAR;60655837;0;GLOW 59FIFTY NEYMETCO  BLK;678-800;718;198581525842;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK METS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583771410480000;SS 25;HEADWEAR;60655837;0;GLOW 59FIFTY NEYMETCO  BLK;678-800;714;198581525835;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK METS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 57 ; $912.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583773810480000;SS 25;HEADWEAR;60655837;0;GLOW 59FIFTY NEYMETCO  BLK;678-800;738;198581525866;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;NEW YORK METS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 38 ; $608.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583670010480000;SS 25;HEADWEAR;60655836;0;GLOW 59FIFTY OAKATHCO  BLK;678-800;700;198581525712;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;OAKLAND ATHLETICS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 108 ; $1,728.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583671810480000;SS 25;HEADWEAR;60655836;0;GLOW 59FIFTY OAKATHCO  BLK;678-800;718;198581525743;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;OAKLAND ATHLETICS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583671410480000;SS 25;HEADWEAR;60655836;0;GLOW 59FIFTY OAKATHCO  BLK;678-800;714;198581525736;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;OAKLAND ATHLETICS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 81 ; $1,296.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6065583673810480000;SS 25;HEADWEAR;60655836;0;GLOW 59FIFTY OAKATHCO  BLK;678-800;738;198581525767;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;BASEBALL;MLB;OAKLAND ATHLETICS;BLACK;CUS;"""Crown, Visor & Button: 100% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 54 ; $864.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
60655841OSFM10481833;SS 25;HEADWEAR;60655841;0;GLOW EFRAME LOSDODCO  BLK;OSFM;OSFM;198581525699;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;940;940 AF;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;CUS;"""Crown, Visor & Button: 100% COTTON, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;34.99;11.2;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 228 ; $2,553.60 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;17.50;2122674;10481833;EMEA ECOM EXC JANUARY;;
60655839OSFM10481833;SS 25;HEADWEAR;60655839;0;GLOW EFRAME NEYMETCO  BLK;OSFM;OSFM;198581525682;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;940;940 AF;;BASEBALL;MLB;NEW YORK METS;BLACK;CUS;"""Crown, Visor & Button: 100% COTTON, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;34.99;11.2;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 144 ; $1,612.80 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;17.50;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131870010480000;SS 25;HEADWEAR;60661318;0;NE GINGERBREAD 59FIFTY NEWERA  BRSWHI;678-800;700;198582191398;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;NONE;NEW ERA BRANDED;NONE;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 48 ; $768.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131871810480000;SS 25;HEADWEAR;60661318;0;NE GINGERBREAD 59FIFTY NEWERA  BRSWHI;678-800;718;198582191428;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;NONE;NEW ERA BRANDED;NONE;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 36 ; $576.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131871410480000;SS 25;HEADWEAR;60661318;0;NE GINGERBREAD 59FIFTY NEWERA  BRSWHI;678-800;714;198582191411;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;NONE;NEW ERA BRANDED;NONE;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 36 ; $576.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
6066131873810480000;SS 25;HEADWEAR;60661318;0;NE GINGERBREAD 59FIFTY NEWERA  BRSWHI;678-800;738;198582191442;EMEA;NOVEMBER;1/01/2000;1M;UNISEX;SEASONAL COLLECTION;;NO;5950;5950;;NONE;NEW ERA BRANDED;NONE;DARK BROWN;CUS;"""Crown, Visor & Button: 59% WOOL, 41% POLYESTER, Undervisor: 100% COTTON""";NEC EXCLUSIVES;9008;;;;;49.99;16;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;NEC EXCLUSIVE;68%;DANIEL SALDIVAR;ANDRES VALLARTA;JANUARY; 24 ; $384.00 ;4500452134;;;;;; 08/16/2024;Qingdao Qianfeng Capart Int Co;CHINA;25.00;2122674;10481833;EMEA ECOM EXC JANUARY;;
