ItemName;ItemCode;Empresa;createdate;updatedate;u_categoria;u_estilo;u_genero;u_familia;u_descrip_color;u_sellitem;BarCode
2912024261/VESTIDO/36/Multicolor2;101000162700315;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;VESTIDOS;2912024261;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2912024261/VESTIDO/38/Multicolor2;101000162700415;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2912024261;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2912024261/VESTIDO/42/Multicolor2;101000162700715;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2912024261;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2912024261/VESTIDO/40/Multicolor2;101000162703515;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2912024261;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920111622/VESTIDO/S/Blanco;101000163112915;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2920111622;WOMENS;APPAREL;BLANCO;1;8.44557E+12
2920221282/VESTIDO/L/Negro;101000164663115;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2920221282;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2920311291/VESTIDO/S/Negro;101000165562915;SBO_RD_DISREGRD;05/01/2024 0:00;05/01/2024 0:00;VESTIDOS;2920311291;WOMENS;APPAREL;NEGRO;1;null
2920311291/VESTIDO/S/Negro;101000165662915;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;VESTIDOS;2920311291;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2920311291/VESTIDO/M/Negro;101000165663015;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;VESTIDOS;2920311291;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2920421661/VESTIDO/S/Multicolor2;101000166702915;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2920421661;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920421661/VESTIDO/M/Multicolor2;101000166703015;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920421661;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920421661/VESTIDO/L/Multicolor2;101000166703115;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920421661;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920512441/VESTIDO/XS/Lima;101000167702815;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920512441;WOMENS;APPAREL;LIMA;1;8.44557E+12
2920512441/VESTIDO/S/Lima;101000167702915;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920512441;WOMENS;APPAREL;LIMA;1;8.44557E+12
2920512441/VESTIDO/M/Lima;101000167703015;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920512441;WOMENS;APPAREL;LIMA;1;8.44557E+12
2920512441/VESTIDO/L/Lima;101000167703115;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920512441;WOMENS;APPAREL;LIMA;1;8.44557E+12
2221118832/CAMISA/38/Verde;101000244770415;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2221118832;WOMENS;APPAREL;VERDE;1;8.44557E+12
2221118832/CAMISA/42/Verde;101000244770715;SBO_RD_DISREGRD;04/03/2024 0:00;16/03/2024 0:00;CAMISA/BLUSA/TOP;2221118832;WOMENS;APPAREL;VERDE;1;8.44557E+12
2221118832/CAMISA/40/Verde;101000244773515;SBO_RD_DISREGRD;04/03/2024 0:00;21/11/2024 0:00;CAMISA/BLUSA/TOP;2221118832;WOMENS;APPAREL;VERDE;1;8.44557E+12
2221118832/CAMISA/34/Verde;101000244773815;SBO_RD_DISREGRD;04/03/2024 0:00;10/06/2024 0:00;CAMISA/BLUSA/TOP;2221118832;WOMENS;APPAREL;VERDE;1;8.44557E+12
2280411602/CAZADORA/M/Negro;101000255663015;SBO_RD_DISREGRD;04/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2280411602;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2360213031/CHAQUETA/S/Verde oscuro;101000268752915;SBO_RD_DISREGRD;05/03/2024 0:00;10/06/2024 0:00;CHAQUETAS;2360213031;WOMENS;APPAREL;VERDE OSCURO;1;8.44557E+12
2360411222/CAZADORA/XS/Azul denim;101000269932815;SBO_RD_DISREGRD;05/03/2024 0:00;30/10/2024 0:00;CHAQUETAS;2360411222;WOMENS;APPAREL;AZUL DENIM;1;8.44557E+12
2360411222/CAZADORA/S/Azul denim;101000269932915;SBO_RD_DISREGRD;05/03/2024 0:00;26/04/2025 0:00;CHAQUETAS;2360411222;WOMENS;APPAREL;AZUL DENIM;1;8.44557E+12
2360524041/CAZADORA/XS/Crudo;101000270242815;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;CHAQUETAS;2360524041;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2360524041/CAZADORA/S/Crudo;101000270242915;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2360524041;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2360624051/CAZADORA/S/Azul marino;101000271912915;SBO_RD_DISREGRD;05/03/2024 0:00;10/06/2024 0:00;CHAQUETAS;2360624051;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2370213523/CHAQUETA/38/Crudo;101000272240415;SBO_RD_DISREGRD;05/03/2024 0:00;17/07/2024 0:00;CHAQUETAS;2370213523;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2370213523/CHAQUETA/42/Crudo;101000272240715;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;CHAQUETAS;2370213523;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2370213523/CHAQUETA/40/Crudo;101000272243515;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;CHAQUETAS;2370213523;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2370213523/CHAQUETA/34/Crudo;101000272243815;SBO_RD_DISREGRD;05/03/2024 0:00;17/07/2024 0:00;CHAQUETAS;2370213523;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2370417181/CHAQUETA/36/Natural;101000273250315;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2370417181;WOMENS;APPAREL;NATURAL;1;8.44557E+12
2371324931/CHAQUETA/36/Arena melange;101000274270315;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2371324931;WOMENS;APPAREL;ARENA MELANGE;1;8.44557E+12
2371324931/CHAQUETA/38/Arena melange;101000274270415;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2371324931;WOMENS;APPAREL;ARENA MELANGE;1;8.44557E+12
2371324931/CHAQUETA/40/Arena melange;101000274273515;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;CHAQUETAS;2371324931;WOMENS;APPAREL;ARENA MELANGE;1;8.44557E+12
2371324931/CHAQUETA/34/Arena melange;101000274273815;SBO_RD_DISREGRD;05/03/2024 0:00;16/03/2024 0:00;CHAQUETAS;2371324931;WOMENS;APPAREL;ARENA MELANGE;1;8.44557E+12
2410221761/FALDA/36/Multicolor2;101000275700315;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;FALDAS;2410221761;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2410221761/FALDA/38/Multicolor2;101000275700415;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;FALDAS;2410221761;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2410221761/FALDA/40/Multicolor2;101000275703515;SBO_RD_DISREGRD;05/03/2024 0:00;21/11/2024 0:00;FALDAS;2410221761;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2580612831/ANILLO/14/Dorado;101200298053715;SBO_RD_DISREGRD;05/03/2024 0:00;16/03/2024 0:00;BISUTERÍA;2580612831;WOMENS;ACCESSORIES;DORADO;1;8.44557E+12
2580612831/ANILLO/16/Dorado;101200298054115;SBO_RD_DISREGRD;05/03/2024 0:00;16/03/2024 0:00;BISUTERÍA;2580612831;WOMENS;ACCESSORIES;DORADO;1;8.44557E+12
2580716472/ANILLO/12/Doradoplateado;101200299703615;SBO_RD_DISREGRD;05/03/2024 0:00;16/03/2024 0:00;BISUTERÍA;2580716472;WOMENS;ACCESSORIES;DORADO-PLATEADO;1;8.44557E+12
2580816113/ANILLO/12/Beige;101200300223615;SBO_RD_DISREGRD;05/03/2024 0:00;07/01/2025 0:00;BISUTERÍA;2580816113;WOMENS;ACCESSORIES;BEIGE;1;8.44557E+12
2580816112/ANILLO/14/Verde;101200300773715;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;BISUTERÍA;2580816112;WOMENS;ACCESSORIES;VERDE;1;8.44557E+12
2590413874/PENDIENTES/OS/Azul tinta;101200301924015;SBO_RD_DISREGRD;05/03/2024 0:00;10/06/2024 0:00;BISUTERÍA;2590413874;WOMENS;ACCESSORIES;AZUL TINTA;1;8.44557E+12
2590812861/PENDIENTES/OS/Doradoplateado;101200302704015;SBO_RD_DISREGRD;05/03/2024 0:00;23/07/2024 0:00;BISUTERÍA;2590812861;WOMENS;ACCESSORIES;DORADO-PLATEADO;1;8.44557E+12
2591116511/PENDIENTES/OS/Doradoplateado;101200303704015;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;BISUTERÍA;2591116511;WOMENS;ACCESSORIES;DORADO-PLATEADO;1;8.44557E+12
2591216523/PENDIENTES/OS/Doradoplateado;101200304704015;SBO_RD_DISREGRD;05/03/2024 0:00;10/06/2024 0:00;BISUTERÍA;2591216523;WOMENS;ACCESSORIES;DORADO-PLATEADO;1;8.44557E+12
2591417602/PENDIENTES/OS/Rojo;101200305554015;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;BISUTERÍA;2591417602;WOMENS;ACCESSORIES;ROJO;1;8.44557E+12
2591616142/PENDIENTES/OS/Verde;101200306774015;SBO_RD_DISREGRD;05/03/2024 0:00;31/01/2025 0:00;BISUTERÍA;2591616142;WOMENS;ACCESSORIES;VERDE;1;8.44557E+12
2661815601/BOLSO/OS/Verde agua marina;101200312794015;SBO_RD_DISREGRD;06/03/2024 0:00;16/03/2024 0:00;BOLSOS;2661815601;WOMENS;ACCESSORIES;VERDE AGUA MARINA;1;8.44557E+12
2661915591/BOLSO/OS/Crema;101200313124015;SBO_RD_DISREGRD;06/03/2024 0:00;18/07/2024 0:00;BOLSOS;2661915591;WOMENS;ACCESSORIES;CREMA;1;8.44557E+12
7630565162012/LIMA TONKA/OS/Verde agua marina;101200364794015;SBO_RD_DISREGRD;18/03/2024 0:00;31/01/2025 0:00;FRAGANCIA;7.63057E+12;WOMENS;ACCESSORIES;VERDE AGUA MARINA;1;8.41019E+12
7635065180368/BERGAMOTA AMBAR 120ML MEN/OS/Azul oscuro;101200365964015;SBO_RD_DISREGRD;18/03/2024 0:00;31/01/2025 0:00;FRAGANCIA;7.63507E+12;MENS;ACCESSORIES;AZUL OSCURO;1;8.41019E+12
7642065187607/AMBAR NEGRO 120ML MEN/OS/Azul claro;101200366914015;SBO_RD_DISREGRD;18/03/2024 0:00;31/01/2025 0:00;FRAGANCIA;7.64207E+12;MENS;ACCESSORIES;AZUL CLARO;1;8.41019E+12
7627065112343/AZAHAR/OS/LIMA;101200367704015;SBO_RD_DISREGRD;25/04/2024 0:00;31/01/2025 0:00;FRAGANCIA;7.62707E+12;WOMENS;ACCESSORIES;LIMA;1;8.41019E+12
2123819301/BOLSO/OS/Natural;101200372254015;SBO_RD_DISREGRD;08/05/2024 0:00;21/11/2024 0:00;BOLSOS;2123819301;WOMENS;ACCESSORIES;NATURAL;1;8.44557E+12
2123919151/BOLSO/OS/Naranja;101200373504015;SBO_RD_DISREGRD;08/05/2024 0:00;21/11/2024 0:00;BOLSOS;2123919151;WOMENS;ACCESSORIES;NARANJA;1;8.44557E+12
2123919152/BOLSO/OS/Negro;101200373664015;SBO_RD_DISREGRD;08/05/2024 0:00;21/11/2024 0:00;BOLSOS;2123919152;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2124024261/BOLSO/OS/Natural;101200374254015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2124024261;WOMENS;ACCESSORIES;NATURAL;1;8.44557E+12
2124120181/BOLSO/OS/Negro;101200375664015;SBO_RD_DISREGRD;08/05/2024 0:00;22/05/2024 0:00;BOLSOS;2124120181;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2124221291/BOLSO/OS/Marrón;101200376444015;SBO_RD_DISREGRD;08/07/2024 0:00;21/11/2024 0:00;BOLSOS;2124221291;WOMENS;ACCESSORIES;MARRON;1;8.44557E+12
2600423202/MONO/L/Rojo-marrón;101000436523115;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;MONO;2600423202;WOMENS;APPAREL;ROJO-MARRON;1;8.44557E+12
2680715512/PANTALÓN/36/Mostaza;101000446030315;SBO_RD_DISREGRD;15/05/2024 0:00;22/05/2024 0:00;PANTALONES;2680715512;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715512/PANTALÓN/38/Mostaza;101000446030415;SBO_RD_DISREGRD;15/05/2024 0:00;22/05/2024 0:00;PANTALONES;2680715512;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715512/PANTALÓN/42/Mostaza;101000446030715;SBO_RD_DISREGRD;15/05/2024 0:00;22/05/2024 0:00;PANTALONES;2680715512;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715512/PANTALÓN/40/Mostaza;101000446033515;SBO_RD_DISREGRD;15/05/2024 0:00;22/05/2024 0:00;PANTALONES;2680715512;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2680715512/PANTALÓN/34/Mostaza;101000446033815;SBO_RD_DISREGRD;15/05/2024 0:00;22/05/2024 0:00;PANTALONES;2680715512;WOMENS;APPAREL;MOSTAZA;1;8.44557E+12
2681818282/PANTALÓN/36/Crudo;101000447240315;SBO_RD_DISREGRD;15/05/2024 0:00;30/10/2024 0:00;PANTALONES;2681818282;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2681818282/PANTALÓN/38/Crudo;101000447240415;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;PANTALONES;2681818282;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2681818282/PANTALÓN/42/Crudo;101000447240715;SBO_RD_DISREGRD;15/05/2024 0:00;21/11/2024 0:00;PANTALONES;2681818282;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2681818282/PANTALÓN/40/Crudo;101000447243515;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;PANTALONES;2681818282;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2681818282/PANTALÓN/34/Crudo;101000447243815;SBO_RD_DISREGRD;15/05/2024 0:00;10/06/2024 0:00;PANTALONES;2681818282;WOMENS;APPAREL;CRUDO;1;8.44557E+12
2682123372/PANTALÓN/36/Azul marino;101000448910315;SBO_RD_DISREGRD;16/05/2024 0:00;10/06/2024 0:00;PANTALONES;2682123372;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2682123372/PANTALÓN/34/Azul marino;101000448913815;SBO_RD_DISREGRD;16/05/2024 0:00;22/05/2024 0:00;PANTALONES;2682123372;WOMENS;APPAREL;AZUL MARINO;1;8.44557E+12
2682224311/PANTALÓN/36/Verde gris;101000449730315;SBO_RD_DISREGRD;17/05/2024 0:00;17/07/2024 0:00;PANTALONES;2682224311;WOMENS;APPAREL;VERDE GRIS;1;8.44557E+12
2682224311/PANTALÓN/38/Verde gris;101000449730415;SBO_RD_DISREGRD;17/05/2024 0:00;17/07/2024 0:00;PANTALONES;2682224311;WOMENS;APPAREL;VERDE GRIS;1;8.44557E+12
2682224311/PANTALÓN/42/Verde gris;101000449730715;SBO_RD_DISREGRD;17/05/2024 0:00;21/11/2024 0:00;PANTALONES;2682224311;WOMENS;APPAREL;VERDE GRIS;1;8.44557E+12
2682224311/PANTALÓN/40/Verde gris;101000449733515;SBO_RD_DISREGRD;17/05/2024 0:00;17/07/2024 0:00;PANTALONES;2682224311;WOMENS;APPAREL;VERDE GRIS;1;8.44557E+12
2682224311/PANTALÓN/34/Verde gris;101000449733815;SBO_RD_DISREGRD;17/05/2024 0:00;17/07/2024 0:00;PANTALONES;2682224311;WOMENS;APPAREL;VERDE GRIS;1;8.44557E+12
2682320801/PANTALÓN/40/Piedra;101000450713515;SBO_RD_DISREGRD;17/05/2024 0:00;10/06/2024 0:00;PANTALONES;2682320801;WOMENS;APPAREL;PIEDRA;1;8.44557E+12
2682320801/PANTALÓN/34/Piedra;101000450713815;SBO_RD_DISREGRD;17/05/2024 0:00;31/01/2025 0:00;PANTALONES;2682320801;WOMENS;APPAREL;PIEDRA;1;8.44557E+12
2683024872/PANTALÓN/42/Piedra;101000451710715;SBO_RD_DISREGRD;17/05/2024 0:00;17/01/2025 0:00;PANTALONES;2683024872;WOMENS;APPAREL;PIEDRA;1;8.44557E+12
2691015721/PANTALÓN/XS/Crema;101000452122815;SBO_RD_DISREGRD;17/05/2024 0:00;10/06/2024 0:00;PANTALONES;2691015721;WOMENS;APPAREL;CREMA;1;8.44557E+12
2691015721/PANTALÓN/S/Crema;101000452122915;SBO_RD_DISREGRD;17/05/2024 0:00;30/10/2024 0:00;PANTALONES;2691015721;WOMENS;APPAREL;CREMA;1;8.44557E+12
2691015721/PANTALÓN/M/Crema;101000452123015;SBO_RD_DISREGRD;17/05/2024 0:00;10/06/2024 0:00;PANTALONES;2691015721;WOMENS;APPAREL;CREMA;1;8.44557E+12
2124621152/BOLSO/OS/Natural;101200379254015;SBO_RD_DISREGRD;08/05/2024 0:00;17/07/2024 0:00;BOLSOS;2124621152;WOMENS;ACCESSORIES;NATURAL;1;8.44557E+12
2124621151/BOLSO/OS/Verde;101200379774015;SBO_RD_DISREGRD;08/05/2024 0:00;21/11/2024 0:00;BOLSOS;2124621151;WOMENS;ACCESSORIES;VERDE;1;8.44557E+12
2124718892/BOLSO/OS/Verde-crudo;101200380724015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2124718892;WOMENS;ACCESSORIES;VERDE-CRUDO;1;8.44557E+12
2124819622/BOLSO/OS/Chocolate;101200381244015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2124819622;WOMENS;ACCESSORIES;CHOCOLATE;1;8.44557E+12
2124819621/BOLSO/OS/Verde;101200381774015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2124819621;WOMENS;ACCESSORIES;VERDE;1;8.44557E+12
2125323041/BOLSO/OS/Tostado-Azul marin;101200382944015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125323041;WOMENS;ACCESSORIES;TOSTADO-AZUL MARIN;1;8.44557E+12
2125521801/BOLSO/OS/Negro;101200383664015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125521801;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2125621962/BOLSO/OS/Cuero;101200384414015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125621962;WOMENS;ACCESSORIES;CUERO;1;8.44557E+12
2125621961/BOLSO/OS/Negro;101200384664015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125621961;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2125723062/BOLSO/OS/Natural;101200385254015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125723062;WOMENS;ACCESSORIES;NATURAL;1;8.44557E+12
2125723061/BOLSO/OS/Tostado-Azul marin;101200385944015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BOLSOS;2125723061;WOMENS;ACCESSORIES;TOSTADO-AZUL MARIN;1;8.44557E+12
2125822802/BOLSO/OS/Crema;101200386124015;SBO_RD_DISREGRD;08/05/2024 0:00;21/11/2024 0:00;BOLSOS;2125822802;WOMENS;ACCESSORIES;CREMA;1;8.44557E+12
2130521361/PULSERA/OS/Dorado;101200387054015;SBO_RD_DISREGRD;08/05/2024 0:00;10/06/2024 0:00;BISUTERÍA;2130521361;WOMENS;ACCESSORIES;DORADO;1;8.44557E+12
2130521362/PULSERA/OS/Plateado;101200387784015;SBO_RD_DISREGRD;08/05/2024 0:00;31/01/2025 0:00;BISUTERÍA;2130521362;WOMENS;ACCESSORIES;PLATEADO;1;8.44557E+12
2261919643/COLLAR/OS/Chocolate;101200406244015;SBO_RD_DISREGRD;13/05/2024 0:00;10/06/2024 0:00;BISUTERÍA;2261919643;WOMENS;ACCESSORIES;CHOCOLATE;1;8.44557E+12
2262124591/COLLAR/OS/Dorado;101200407054015;SBO_RD_DISREGRD;13/05/2024 0:00;10/06/2024 0:00;BISUTERÍA;2262124591;WOMENS;ACCESSORIES;DORADO;1;8.44557E+12
2312319902/BOLSO/OS/Amarillo claro;101200408074015;SBO_RD_DISREGRD;13/05/2024 0:00;10/06/2024 0:00;BOLSOS;2312319902;WOMENS;ACCESSORIES;AMARILLO CLARO;1;8.44557E+12
2312419981/BOLSO/OS/Amarillo;101200409104015;SBO_RD_DISREGRD;13/05/2024 0:00;05/12/2024 0:00;BOLSOS;2312419981;WOMENS;ACCESSORIES;AMARILLO;1;8.44557E+12
2313021831/BOLSO/OS/Negro;101200410664015;SBO_RD_DISREGRD;13/05/2024 0:00;17/07/2024 0:00;BOLSOS;2313021831;WOMENS;ACCESSORIES;NEGRO;1;8.44557E+12
2320517071/FOULARD/OS/Naranja;101200411504015;SBO_RD_DISREGRD;13/05/2024 0:00;22/05/2024 0:00;FOULARDS/BUFANDAS;2320517071;WOMENS;NO APLICA;NARANJA;1;8.44557E+12
2320714231/CHAL/OS/Arena;101200412514015;SBO_RD_DISREGRD;13/05/2024 0:00;10/06/2024 0:00;FOULARDS/BUFANDAS;2320714231;WOMENS;ACCESSORIES;ARENA;1;8.44557E+12
2321118403/CHAL/OS/Rosa;101200413304015;SBO_RD_DISREGRD;13/05/2024 0:00;10/06/2024 0:00;FOULARDS/BUFANDAS;2321118403;WOMENS;ACCESSORIES;ROSADO;1;8.44557E+12
2321118401/CHAL/OS/Azul;101200413994015;SBO_RD_DISREGRD;13/05/2024 0:00;22/05/2024 0:00;FOULARDS/BUFANDAS;2321118401;WOMENS;APPAREL;AZUL;1;8.44557E+12
2321219582/CHAL/OS/Chocolate;101200414244015;SBO_RD_DISREGRD;13/05/2024 0:00;05/12/2024 0:00;FOULARDS/BUFANDAS;2321219582;WOMENS;ACCESSORIES;CHOCOLATE;1;8.44557E+12
2920711921/VESTIDO/XS/Multicolor3;101000168602815;SBO_RD_DISREGRD;05/01/2024 0:00;19/01/2024 0:00;VESTIDOS;2920711921;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920711921/VESTIDO/S/Multicolor3;101000168602915;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2920711921;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920711921/VESTIDO/M/Multicolor3;101000168603015;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920711921;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920711921/VESTIDO/L/Multicolor3;101000168603115;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2920711921;WOMENS;APPAREL;MULTICOLOR;1;8.44557E+12
2920913461/VESTIDO/L/Negro;101000169663115;SBO_RD_DISREGRD;05/01/2024 0:00;23/07/2024 0:00;VESTIDOS;2920913461;WOMENS;APPAREL;NEGRO;1;8.44557E+12
2921216441/VESTIDO/XS/Marrón estampado;101000170472815;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;VESTIDOS;2921216441;WOMENS;APPAREL;MARRON ESTAMPADO;1;8.44557E+12
2921216441/VESTIDO/S/Marrón estampado;101000170472915;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;VESTIDOS;2921216441;WOMENS;APPAREL;MARRON ESTAMPADO;1;8.44557E+12
2921216441/VESTIDO/M/Marrón estampado;101000170473015;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;VESTIDOS;2921216441;WOMENS;APPAREL;MARRON ESTAMPADO;1;8.44557E+12
2930122021/VESTIDO/36/Verde hierba;101000171760315;SBO_RD_DISREGRD;05/01/2024 0:00;31/01/2025 0:00;VESTIDOS;2930122021;WOMENS;APPAREL;VERDE HIERBA;1;8.44557E+12
2930122021/VESTIDO/38/Verde hierba;101000171760415;SBO_RD_DISREGRD;05/01/2024 0:00;05/12/2024 0:00;VESTIDOS;2930122021;WOMENS;APPAREL;VERDE HIERBA;1;8.44557E+12
2930122021/VESTIDO/40/Verde hierba;101000171763515;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;VESTIDOS;2930122021;WOMENS;APPAREL;VERDE HIERBA;1;8.44557E+12
2930215931/VESTIDO/38/Teja;101000172460415;SBO_RD_DISREGRD;05/01/2024 0:00;10/06/2024 0:00;VESTIDOS;2930215931;WOMENS;APPAREL;TEJA;1;8.44557E+12
2930316071/VESTIDO/36/Rosa;101000173300315;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;VESTIDOS;2930316071;WOMENS;APPAREL;ROSADO;1;8.44557E+12
2930316071/VESTIDO/38/Rosa;101000173300415;SBO_RD_DISREGRD;05/01/2024 0:00;23/07/2024 0:00;VESTIDOS;2930316071;WOMENS;APPAREL;ROSADO;1;8.44557E+12
2930413572/VESTIDO/40/Piedra;101000174713515;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;VESTIDOS;2930413572;WOMENS;APPAREL;PIEDRA;1;8.44557E+12
2930513552/VESTIDO/36/Verde agua marina;101000175790315;SBO_RD_DISREGRD;05/01/2024 0:00;07/01/2025 0:00;VESTIDOS;2930513552;WOMENS;APPAREL;VERDE AGUA MARINA;1;8.44557E+12
2930513552/VESTIDO/38/Verde agua marina;101000175790415;SBO_RD_DISREGRD;05/01/2024 0:00;21/11/2024 0:00;VESTIDOS;2930513552;WOMENS;APPAREL;VERDE AGUA MARINA;1;8.44557E+12
2930513552/VESTIDO/40/Verde agua marina;101000175793515;SBO_RD_DISREGRD;05/01/2024 0:00;05/12/2024 0:00;VESTIDOS;2930513552;WOMENS;APPAREL;VERDE AGUA MARINA;1;8.44557E+12
2930815661/VESTIDO/36/Verde turquesa;101000176720315;SBO_RD_DISREGRD;05/01/2024 0:00;05/04/2024 0:00;VESTIDOS;2930815661;WOMENS;APPAREL;VERDE TURQUESA;1;8.44557E+12
2930815661/VESTIDO/38/Verde turquesa;101000176720415;SBO_RD_DISREGRD;05/01/2024 0:00;20/06/2024 0:00;VESTIDOS;2930815661;WOMENS;APPAREL;VERDE TURQUESA;1;8.44557E+12
